Entity,Code,Day,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Mu,Omicron
Japan,JPN,2021-01-04,1,5,4,0,0,0,0,23,2377,0,0,0
Japan,JPN,2021-01-11,3,6,0,0,0,0,0,14,2253,0,0,0
Japan,JPN,2021-01-25,1,3,0,0,0,4,0,48,3571,0,0,0
Japan,JPN,2021-02-08,6,1,0,0,0,3,1,99,2251,0,0,0
Japan,JPN,2021-02-22,2,1,4,0,1,1,0,103,1195,0,0,0
Japan,JPN,2021-03-08,8,0,11,0,0,3,0,180,1106,0,0,0
Japan,JPN,2021-03-22,8,1,29,0,0,3,0,553,1614,0,0,0
Japan,JPN,2021-04-05,14,0,18,2,2,1,3,2262,1779,0,0,0
Japan,JPN,2021-04-19,15,1,9,6,0,1,19,3676,1846,0,0,0
Japan,JPN,2021-05-03,13,0,16,11,0,0,52,8597,1373,0,0,0
Japan,JPN,2021-05-17,3,0,9,1,1,1,145,8377,769,0,0,0
Japan,JPN,2021-05-31,5,0,3,0,0,0,123,5426,342,0,0,0
Japan,JPN,2021-06-14,7,0,2,0,0,1,194,3888,110,0,0,0
Japan,JPN,2021-06-28,5,0,1,0,1,0,527,3654,28,0,0,0
Japan,JPN,2021-07-12,4,0,1,0,0,0,1649,4006,9,0,2,0
Japan,JPN,2021-07-26,3,0,2,0,0,0,6102,3752,9,1,0,0
Japan,JPN,2021-08-09,2,0,1,0,0,0,13721,2626,4,0,1,0
Japan,JPN,2021-08-23,0,0,1,0,0,0,26566,1345,3,2,0,0
Japan,JPN,2021-09-06,0,0,8,0,0,0,23589,414,7,0,0,0
Japan,JPN,2021-09-20,0,0,0,0,0,0,9087,57,1,1,0,0
Japan,JPN,2021-10-04,0,0,0,0,0,0,2533,5,0,0,0,0
Japan,JPN,2021-10-18,0,0,1,0,0,0,1049,0,0,0,0,0
Japan,JPN,2021-11-01,0,0,0,0,0,0,365,0,0,0,0,0
Japan,JPN,2021-11-15,0,0,0,0,0,0,125,0,0,0,0,0
Japan,JPN,2021-11-29,0,0,0,0,0,0,48,0,0,0,0,2
Jordan,JOR,2020-10-12,0,0,0,0,0,0,0,0,311,0,0,0
Jordan,JOR,2020-10-26,0,0,0,0,0,0,0,0,90,0,0,0
Jordan,JOR,2020-11-09,0,0,0,0,0,0,0,0,48,0,0,0
Jordan,JOR,2021-01-11,0,0,0,0,0,2,0,31,9,0,0,0
Jordan,JOR,2021-09-20,0,0,0,0,0,0,35,0,0,0,0,0
Jordan,JOR,2021-10-04,0,0,0,0,0,0,71,0,0,0,0,0
Jordan,JOR,2021-10-18,0,0,0,0,0,0,64,0,0,0,0,0
Jordan,JOR,2021-11-01,0,0,0,0,0,0,43,0,0,0,0,0
Jordan,JOR,2021-11-15,0,0,0,0,0,0,38,1,0,0,0,0
Jordan,JOR,2021-11-29,0,0,0,0,0,0,38,0,0,0,0,0
Kazakhstan,KAZ,2021-03-22,0,0,0,0,0,0,0,37,2,0,0,0
Kazakhstan,KAZ,2021-04-05,0,0,0,0,0,0,0,59,0,0,0,0
Kazakhstan,KAZ,2021-04-19,0,0,0,0,0,0,0,35,0,0,0,0
Kazakhstan,KAZ,2021-05-03,0,0,0,0,0,0,0,46,1,0,0,0
Kazakhstan,KAZ,2021-08-23,0,0,0,0,0,0,92,1,0,0,0,0
Kenya,KEN,2020-05-11,0,0,0,0,0,0,0,0,70,0,0,0
Kenya,KEN,2020-05-25,0,0,0,0,0,0,0,0,114,0,0,0
Kenya,KEN,2020-06-08,0,0,0,0,0,0,0,0,35,0,0,0
Kenya,KEN,2020-06-22,0,0,0,0,0,0,0,0,51,0,0,0
Kenya,KEN,2020-07-06,0,0,0,0,0,0,0,0,88,0,0,0
Kenya,KEN,2020-07-20,0,0,0,0,0,0,0,0,64,0,0,0
Kenya,KEN,2020-08-03,0,0,0,0,0,0,0,0,34,0,0,0
Kenya,KEN,2020-08-17,0,0,0,0,0,0,0,0,56,0,0,0
Kenya,KEN,2020-08-31,0,0,0,0,0,0,0,0,54,0,0,0
Kenya,KEN,2020-09-14,0,0,0,0,0,0,0,0,54,0,0,0
Kenya,KEN,2020-10-12,0,0,0,0,0,0,0,1,67,0,0,0
Kenya,KEN,2020-10-26,0,0,0,0,0,0,0,0,157,0,0,0
Kenya,KEN,2020-11-09,0,0,0,0,0,0,0,0,334,0,0,0
Kenya,KEN,2020-11-23,0,0,0,0,0,0,0,0,236,0,0,0
Kenya,KEN,2020-12-07,0,0,0,0,0,0,0,0,149,0,0,0
Kenya,KEN,2020-12-21,2,0,0,0,0,0,0,1,60,0,0,0
Kenya,KEN,2021-01-11,0,0,0,0,0,0,0,0,37,0,0,0
Kenya,KEN,2021-01-25,3,1,0,0,0,0,0,10,38,0,0,0
Kenya,KEN,2021-02-08,9,0,0,0,0,0,0,14,47,0,0,0
Kenya,KEN,2021-02-22,2,0,0,0,0,4,0,48,10,0,0,0
Kenya,KEN,2021-03-08,30,0,0,0,0,15,0,141,38,0,0,0
Kenya,KEN,2021-03-22,45,0,0,0,0,17,1,167,31,0,0,0
Kenya,KEN,2021-04-05,36,0,0,0,0,3,0,122,8,0,0,0
Kenya,KEN,2021-04-19,20,0,0,1,0,3,13,93,3,0,0,0
Kenya,KEN,2021-05-03,31,0,0,5,0,6,14,68,12,0,0,0
Kenya,KEN,2021-05-17,21,0,0,1,0,0,15,76,5,0,0,0
Kenya,KEN,2021-05-31,11,0,0,0,0,2,78,99,4,0,0,0
Kenya,KEN,2021-06-14,5,0,0,0,0,0,73,54,0,0,0,0
Kenya,KEN,2021-06-28,1,0,0,0,0,0,114,29,2,0,0,0
Kenya,KEN,2021-07-12,3,0,0,0,0,1,253,14,3,0,0,0
Kenya,KEN,2021-07-26,0,0,0,0,0,0,214,1,7,0,0,0
Kenya,KEN,2021-08-09,1,0,0,0,0,0,278,5,8,0,0,0
Kenya,KEN,2021-08-23,0,0,0,0,0,0,258,2,1,0,0,0
Kenya,KEN,2021-09-06,0,0,0,0,0,0,229,0,0,0,0,0
Kenya,KEN,2021-09-20,0,0,0,0,0,0,137,0,0,0,0,0
Kenya,KEN,2021-10-04,0,0,0,0,0,0,83,1,2,0,0,0
Kenya,KEN,2021-10-18,0,0,0,0,0,0,52,2,3,0,0,0
Kosovo,OWID_KOS,2021-07-26,0,0,0,0,0,0,43,1,0,0,0,0
Kosovo,OWID_KOS,2021-08-09,0,0,0,0,0,0,164,2,0,0,0,0
Kosovo,OWID_KOS,2021-08-23,0,0,0,0,0,0,154,0,0,0,0,0
Kosovo,OWID_KOS,2021-09-06,0,0,0,0,0,0,64,0,0,0,0,0
Kosovo,OWID_KOS,2021-09-20,0,0,0,0,0,0,243,0,0,0,0,0
Kosovo,OWID_KOS,2021-10-04,0,0,0,0,0,0,110,0,0,0,0,0
Kosovo,OWID_KOS,2021-10-18,0,0,0,0,0,0,39,0,0,0,0,0
Kosovo,OWID_KOS,2021-11-01,0,0,0,0,0,0,41,0,0,0,0,0
Kosovo,OWID_KOS,2021-11-15,0,0,0,0,0,0,34,0,0,0,0,0
Kuwait,KWT,2021-06-14,0,0,0,0,0,5,18,8,1,0,0,0
Kuwait,KWT,2021-06-28,0,0,0,0,0,1,36,3,0,0,0,0
Kuwait,KWT,2021-07-12,0,0,0,0,0,0,65,1,0,0,0,0
Kuwait,KWT,2021-08-23,0,0,0,0,0,0,32,0,0,0,0,0
Kuwait,KWT,2021-10-04,0,0,0,0,0,0,30,0,0,0,0,0
Latvia,LVA,2020-09-28,0,0,0,0,0,0,0,0,46,0,0,0
Latvia,LVA,2020-10-12,0,0,0,0,0,0,0,0,297,0,0,0
Latvia,LVA,2021-01-25,0,0,0,0,0,0,0,5,77,0,0,0
Latvia,LVA,2021-02-08,0,0,0,0,0,0,0,10,239,0,0,0
Latvia,LVA,2021-02-22,0,0,0,0,0,0,0,62,365,0,0,0
Latvia,LVA,2021-03-08,0,0,0,0,0,0,0,161,307,0,0,0
Latvia,LVA,2021-03-22,3,0,0,0,0,0,0,496,492,0,0,0
Latvia,LVA,2021-04-05,4,0,1,0,0,0,0,332,121,0,0,0
Latvia,LVA,2021-04-19,0,0,0,0,0,0,0,638,112,0,0,0
Latvia,LVA,2021-05-03,1,0,0,0,0,1,0,659,63,0,0,0
Latvia,LVA,2021-05-17,1,0,0,0,0,0,5,440,23,0,0,0
Latvia,LVA,2021-05-31,0,0,0,0,0,0,19,471,12,0,0,0
Latvia,LVA,2021-06-14,0,0,0,0,0,0,8,40,0,0,0,0
Latvia,LVA,2021-07-12,1,0,0,0,0,0,41,13,6,0,0,0
Lebanon,LBN,2021-01-11,0,0,0,0,0,0,0,5,26,0,0,0
Lebanon,LBN,2021-01-25,0,0,0,0,0,0,0,27,36,0,0,0
Lebanon,LBN,2021-02-08,0,0,0,0,0,0,0,54,8,0,0,0
Lebanon,LBN,2021-02-22,0,0,0,0,0,0,0,133,6,0,0,0
Lebanon,LBN,2021-03-08,0,0,0,0,0,0,0,156,1,0,0,0
Lebanon,LBN,2021-03-22,0,0,0,0,0,0,0,130,0,0,0,0
Lebanon,LBN,2021-04-05,0,0,0,0,0,0,0,117,0,0,0,0
Lebanon,LBN,2021-04-19,0,0,0,0,0,0,0,77,0,0,0,0
Lebanon,LBN,2021-05-03,0,0,0,0,0,0,0,90,1,0,0,0
Lebanon,LBN,2021-07-12,0,0,0,0,0,0,52,0,0,0,0,0
Liechtenstein,LIE,2021-11-15,0,0,0,0,0,0,61,0,0,0,0,0
Lithuania,LTU,2020-09-14,0,0,0,0,0,0,0,0,30,0,0,0
Lithuania,LTU,2020-12-07,0,0,0,0,0,0,0,0,199,0,0,0
Lithuania,LTU,2020-12-21,0,0,0,0,0,0,0,0,206,0,0,0
Lithuania,LTU,2021-01-04,0,0,0,0,0,0,0,0,112,0,0,0
Lithuania,LTU,2021-01-11,0,0,0,0,0,0,0,0,122,0,0,0
Lithuania,LTU,2021-01-25,0,0,0,0,0,0,0,0,191,0,0,0
Lithuania,LTU,2021-02-08,0,0,0,0,0,0,0,9,172,0,0,0
Lithuania,LTU,2021-02-22,0,0,0,0,0,0,0,95,786,0,0,0
Lithuania,LTU,2021-03-08,4,0,0,0,0,0,0,348,846,0,0,0
Lithuania,LTU,2021-03-22,4,0,0,0,0,0,0,834,557,0,0,0
Lithuania,LTU,2021-04-05,1,0,0,0,0,0,0,1296,327,0,0,0
Lithuania,LTU,2021-04-19,1,0,2,0,0,0,0,1527,180,0,0,0
Lithuania,LTU,2021-05-03,0,0,1,0,1,0,0,1519,98,0,0,0
Lithuania,LTU,2021-05-17,0,0,1,0,3,0,0,1365,53,0,0,0
Lithuania,LTU,2021-05-31,0,0,0,0,3,0,2,1431,48,0,0,0
Lithuania,LTU,2021-06-14,0,0,1,0,0,0,8,597,58,0,0,0
Lithuania,LTU,2021-06-28,0,0,0,0,0,1,22,183,5,0,0,0
Lithuania,LTU,2021-07-12,0,0,1,0,0,2,161,72,0,0,0,0
Lithuania,LTU,2021-07-26,0,0,0,0,0,0,971,20,2,0,0,0
Lithuania,LTU,2021-08-09,0,0,1,0,0,0,1510,5,0,0,0,0
Lithuania,LTU,2021-08-23,0,0,0,0,0,0,1415,0,0,0,0,0
Lithuania,LTU,2021-09-06,0,0,0,0,0,0,1200,0,0,0,0,0
Lithuania,LTU,2021-09-20,0,0,0,0,0,0,871,0,0,0,0,0
Lithuania,LTU,2021-10-04,0,0,0,0,0,0,731,0,0,0,0,0
Lithuania,LTU,2021-10-18,0,0,0,0,0,0,943,0,1,0,0,0
Lithuania,LTU,2021-11-01,0,0,0,0,0,0,1008,0,0,0,0,0
Lithuania,LTU,2021-11-15,0,0,0,0,0,0,1028,0,2,0,0,0
Lithuania,LTU,2021-11-29,0,0,0,0,0,0,250,0,0,0,0,0
Luxembourg,LUX,2020-10-12,0,0,0,0,0,0,0,0,34,0,0,0
Luxembourg,LUX,2020-10-26,0,0,0,0,0,0,0,0,394,0,0,0
Luxembourg,LUX,2020-11-09,0,0,0,0,0,0,0,0,535,0,0,0
Luxembourg,LUX,2020-11-23,0,0,0,0,0,0,0,0,444,0,0,0
Luxembourg,LUX,2020-12-07,0,0,0,0,0,0,0,0,769,0,0,0
Luxembourg,LUX,2020-12-21,0,0,0,0,0,0,0,0,676,0,0,0
Luxembourg,LUX,2021-01-04,0,0,0,0,0,0,0,6,261,0,0,0
Luxembourg,LUX,2021-01-11,1,0,0,0,0,0,0,11,102,0,0,0
Luxembourg,LUX,2021-01-25,9,0,0,0,0,0,0,41,206,0,0,0
Luxembourg,LUX,2021-02-08,33,1,1,0,0,0,0,277,281,0,0,0
Luxembourg,LUX,2021-02-22,53,0,0,0,0,1,0,194,106,0,0,0
Luxembourg,LUX,2021-03-08,145,0,2,0,0,0,0,452,155,0,0,0
Luxembourg,LUX,2021-03-22,174,0,0,0,0,0,0,433,76,0,0,0
Luxembourg,LUX,2021-04-05,195,0,10,0,0,3,9,698,33,0,0,0
Luxembourg,LUX,2021-04-19,133,0,11,4,0,5,3,870,17,0,0,0
Luxembourg,LUX,2021-05-03,97,0,26,5,0,22,1,900,22,0,0,0
Luxembourg,LUX,2021-05-17,55,0,37,0,0,19,24,569,40,0,0,0
Luxembourg,LUX,2021-05-31,13,0,19,0,0,7,58,268,27,0,0,0
Luxembourg,LUX,2021-06-14,0,0,14,1,0,1,89,126,7,0,2,0
Luxembourg,LUX,2021-06-28,3,0,18,0,0,0,86,22,1,0,0,0
Luxembourg,LUX,2021-07-12,2,0,614,0,0,1,300,24,3,0,0,0
Luxembourg,LUX,2021-07-26,0,0,244,0,0,0,444,10,1,0,0,0
Luxembourg,LUX,2021-08-09,0,0,52,0,0,0,404,2,1,0,0,0
Luxembourg,LUX,2021-08-23,0,0,1,0,0,0,412,0,0,0,0,0
Luxembourg,LUX,2021-09-06,0,0,0,0,0,0,549,0,0,0,0,0
Luxembourg,LUX,2021-09-20,0,0,0,0,0,0,600,0,0,0,0,0
Luxembourg,LUX,2021-10-04,0,0,0,0,0,0,705,0,0,0,0,0
Luxembourg,LUX,2021-10-18,0,0,0,0,0,0,764,0,0,0,0,0
Luxembourg,LUX,2021-11-01,0,0,0,0,0,0,797,0,0,0,0,0
Luxembourg,LUX,2021-11-15,0,0,0,0,0,0,765,0,0,0,0,0
Luxembourg,LUX,2021-11-29,0,0,0,0,0,0,434,0,0,0,0,1
Madagascar,MDG,2020-06-08,0,0,0,0,0,0,0,0,35,0,0,0
Madagascar,MDG,2020-07-06,0,0,0,0,0,0,0,0,31,0,0,0
Madagascar,MDG,2020-07-20,0,0,0,0,0,0,0,0,36,0,0,0
Madagascar,MDG,2021-01-25,0,0,0,0,0,0,0,0,38,0,0,0
Madagascar,MDG,2021-02-08,0,0,0,0,0,0,0,0,33,0,0,0
Madagascar,MDG,2021-03-22,32,0,0,0,0,0,0,2,5,0,0,0
Madagascar,MDG,2021-04-05,41,0,0,0,0,0,0,5,6,0,0,0
Madagascar,MDG,2021-04-19,95,0,0,0,0,0,0,17,1,0,0,0
Malawi,MWI,2021-01-25,147,0,0,0,0,0,0,0,7,0,0,0
Malawi,MWI,2021-02-08,64,0,0,0,0,0,0,0,5,0,0,0
Malawi,MWI,2021-03-08,45,0,0,0,0,0,0,0,0,0,0,0
Malawi,MWI,2021-04-19,38,0,0,0,0,0,2,0,0,0,0,0
Malawi,MWI,2021-05-03,1,0,0,0,0,0,16,0,16,0,0,0
Malawi,MWI,2021-06-14,5,0,0,0,0,0,44,0,1,0,0,0
Malawi,MWI,2021-06-28,1,0,0,0,0,0,71,0,0,0,0,0
Malawi,MWI,2021-07-12,0,0,0,0,0,0,76,0,0,0,0,0
Malawi,MWI,2021-07-26,0,0,0,0,0,0,33,0,0,0,0,0
Malawi,MWI,2021-08-09,0,0,0,0,0,0,38,0,0,0,0,0
Malaysia,MYS,2020-10-26,0,0,0,0,0,0,0,0,34,0,0,0
Malaysia,MYS,2020-11-09,0,0,0,0,0,0,0,0,75,0,0,0
Malaysia,MYS,2020-11-23,0,0,0,0,0,0,0,0,44,0,0,0
Malaysia,MYS,2020-12-07,1,0,0,0,0,0,0,0,33,0,0,0
Malaysia,MYS,2020-12-21,0,0,0,0,0,0,0,0,55,0,0,0
Malaysia,MYS,2021-01-04,0,0,0,0,0,0,0,1,34,0,0,0
Malaysia,MYS,2021-01-11,0,0,0,0,0,0,0,0,55,0,0,0
Malaysia,MYS,2021-01-25,0,0,0,0,0,0,0,1,169,0,0,0
Malaysia,MYS,2021-02-08,2,0,0,0,0,2,0,0,99,0,0,0
Malaysia,MYS,2021-02-22,0,0,0,0,0,0,0,1,102,0,0,0
Malaysia,MYS,2021-03-08,7,0,0,0,0,0,0,0,47,0,0,0
Malaysia,MYS,2021-03-22,10,0,0,0,0,0,9,0,39,0,0,0
Malaysia,MYS,2021-04-05,5,0,0,0,0,1,0,5,90,0,0,0
Malaysia,MYS,2021-04-19,45,0,0,1,0,1,7,17,133,0,0,0
Malaysia,MYS,2021-05-03,41,0,0,0,0,0,3,3,67,0,0,0
Malaysia,MYS,2021-05-17,38,0,0,0,0,0,13,0,63,0,0,0
Malaysia,MYS,2021-05-31,28,0,0,0,0,0,11,0,34,0,0,0
Malaysia,MYS,2021-06-14,10,0,0,3,0,0,36,2,21,0,0,0
Malaysia,MYS,2021-06-28,8,0,0,0,0,0,61,3,32,0,0,0
Malaysia,MYS,2021-07-12,2,0,0,0,0,0,108,0,11,0,0,0
Malaysia,MYS,2021-07-26,6,0,0,0,0,0,190,0,13,0,0,0
Malaysia,MYS,2021-08-09,5,0,0,0,0,0,394,0,29,0,0,0
Malaysia,MYS,2021-08-23,0,0,0,0,0,0,612,0,7,0,0,0
Malaysia,MYS,2021-09-06,1,0,0,0,0,0,666,0,1,0,0,0
Malaysia,MYS,2021-09-20,1,0,0,0,0,0,758,0,1,0,0,0
Malaysia,MYS,2021-10-04,1,0,0,0,0,0,632,0,0,0,0,0
Malaysia,MYS,2021-10-18,0,0,0,0,0,0,358,0,0,0,0,0
Malaysia,MYS,2021-11-01,1,0,0,0,0,0,331,0,0,0,0,0
Malaysia,MYS,2021-11-15,1,0,0,0,0,0,199,0,1,0,0,0
Malaysia,MYS,2021-11-29,0,0,0,0,0,0,53,0,0,0,0,1
Maldives,MDV,2021-08-23,0,0,0,0,0,0,51,0,0,0,0,0
Maldives,MDV,2021-09-06,0,0,0,0,0,0,106,0,0,0,0,0
Maldives,MDV,2021-09-20,0,0,0,0,0,0,61,0,0,0,0,0
Maldives,MDV,2021-10-04,0,0,0,0,0,0,113,0,0,0,0,0
Maldives,MDV,2021-10-18,0,0,0,0,0,0,97,0,0,0,0,0
Maldives,MDV,2021-11-01,0,0,0,0,0,0,52,0,0,0,0,0
Maldives,MDV,2021-11-15,0,0,0,0,0,0,85,0,0,0,0,0
Maldives,MDV,2021-11-29,0,0,0,0,0,0,52,0,0,0,0,1
Malta,MLT,2021-04-05,0,0,0,0,0,3,0,31,4,0,0,0
Malta,MLT,2021-04-19,1,0,4,0,0,1,0,23,3,0,0,0
Malta,MLT,2021-05-03,1,0,16,0,0,5,0,17,5,0,0,0
Malta,MLT,2021-05-17,0,0,7,0,0,1,0,23,1,0,0,0
Malta,MLT,2021-07-12,0,0,0,0,0,0,59,1,0,0,0,0
Malta,MLT,2021-07-26,0,0,0,0,0,0,47,1,0,0,0,0
Mexico,MEX,2020-05-11,0,0,0,0,0,0,0,0,204,0,0,0
Mexico,MEX,2020-05-25,0,0,0,0,0,0,0,0,264,0,0,0
Mexico,MEX,2020-06-08,0,0,0,0,0,0,0,0,290,0,0,0
Mexico,MEX,2020-06-22,0,0,0,0,0,0,0,0,166,0,0,0
Mexico,MEX,2020-07-06,0,0,0,0,0,0,0,0,219,0,0,0
Mexico,MEX,2020-07-20,0,0,0,0,0,0,0,0,122,0,0,0
Mexico,MEX,2020-08-03,0,0,0,0,0,0,0,0,155,0,0,0
Mexico,MEX,2020-08-17,0,0,0,0,0,0,0,0,143,0,0,0
Mexico,MEX,2020-08-31,0,0,0,0,0,0,0,0,158,0,0,0
Mexico,MEX,2020-09-14,0,0,0,0,0,0,0,0,122,0,0,0
Mexico,MEX,2020-09-28,0,1,0,0,0,0,0,0,61,0,0,0
Mexico,MEX,2020-10-12,0,0,0,0,0,0,0,0,81,0,0,0
Mexico,MEX,2020-10-26,0,0,0,0,0,0,0,0,90,0,0,0
Mexico,MEX,2020-11-09,0,0,0,0,0,0,0,0,89,0,0,0
Mexico,MEX,2020-11-23,0,3,0,0,0,0,0,0,167,0,0,0
Mexico,MEX,2020-12-07,0,14,0,0,0,0,0,0,219,0,0,0
Mexico,MEX,2020-12-21,0,33,0,0,0,0,0,0,277,0,0,0
Mexico,MEX,2021-01-04,0,14,0,0,0,0,0,1,262,0,0,0
Mexico,MEX,2021-01-11,0,4,0,0,0,0,0,0,124,0,0,0
Mexico,MEX,2021-01-25,0,23,0,0,0,0,0,5,337,0,0,0
Mexico,MEX,2021-02-08,0,17,2,0,0,0,0,2,341,0,0,0
Mexico,MEX,2021-02-22,0,45,0,0,1,0,0,11,1071,0,0,0
Mexico,MEX,2021-03-08,0,61,2,0,1,0,0,18,1245,0,0,0
Mexico,MEX,2021-03-22,0,53,3,3,4,0,0,28,1008,0,0,0
Mexico,MEX,2021-04-05,1,40,15,0,2,0,1,33,869,0,0,0
Mexico,MEX,2021-04-19,4,44,34,1,5,0,0,92,1078,5,0,0
Mexico,MEX,2021-05-03,8,46,86,1,5,0,1,169,1040,25,7,0
Mexico,MEX,2021-05-17,6,45,188,0,10,0,29,268,1002,15,25,0
Mexico,MEX,2021-05-31,0,19,414,1,13,0,63,351,801,15,37,0
Mexico,MEX,2021-06-14,0,12,840,1,12,0,223,424,601,34,50,0
Mexico,MEX,2021-06-28,0,11,523,0,9,0,610,237,398,48,52,0
Mexico,MEX,2021-07-12,0,4,289,0,3,0,1374,94,202,34,113,0
Mexico,MEX,2021-07-26,0,1,164,0,1,0,1998,42,97,20,73,0
Mexico,MEX,2021-08-09,0,1,96,0,0,0,2262,17,63,13,43,0
Mexico,MEX,2021-08-23,0,0,34,0,0,0,2106,4,20,6,11,0
Mexico,MEX,2021-09-06,0,0,12,0,0,0,1904,1,5,0,4,0
Mexico,MEX,2021-09-20,0,0,7,0,0,0,2035,0,4,0,2,0
Mexico,MEX,2021-10-04,0,0,2,0,0,0,2467,0,1,0,1,0
Mexico,MEX,2021-10-18,0,0,0,0,0,0,1864,1,0,0,0,0
Mexico,MEX,2021-11-01,0,0,0,0,0,0,1601,0,3,0,0,0
Mexico,MEX,2021-11-15,0,0,0,0,0,0,786,0,3,0,1,0
Mexico,MEX,2021-11-29,0,0,0,0,0,0,311,0,0,0,0,0
Mexico,MEX,2021-12-10,0,0,0,0,0,0,57,0,0,0,0,1
Montenegro,MNE,2021-07-26,0,0,0,0,0,0,28,2,0,0,0,0
Montenegro,MNE,2021-08-09,0,0,3,0,0,0,65,3,0,0,0,0
Montenegro,MNE,2021-08-23,0,0,0,0,0,0,36,0,0,0,0,0
Montenegro,MNE,2021-09-06,0,0,0,0,0,0,32,0,0,0,0,0
Morocco,MAR,2021-07-26,0,0,0,0,0,0,22,8,0,0,0,0
Morocco,MAR,2021-09-06,0,0,0,0,0,0,45,0,0,0,0,0
Mozambique,MOZ,2020-11-09,27,0,0,0,0,0,0,0,5,0,0,0
Mozambique,MOZ,2021-01-04,9,0,0,0,0,0,0,0,21,0,0,0
Mozambique,MOZ,2021-01-11,20,0,0,0,0,0,0,0,11,0,0,0
Mozambique,MOZ,2021-01-25,92,0,0,0,0,0,0,0,12,0,0,0
Mozambique,MOZ,2021-02-08,37,0,0,0,0,0,0,0,5,0,0,0
Mozambique,MOZ,2021-02-22,44,0,0,0,0,0,0,0,3,0,0,0
Mozambique,MOZ,2021-03-22,54,0,0,0,0,0,0,0,29,0,0,0
Mozambique,MOZ,2021-06-28,3,0,0,0,0,0,110,0,1,0,0,0
Mozambique,MOZ,2021-07-12,0,0,0,0,0,0,109,0,0,0,0,0
Mozambique,MOZ,2021-07-26,0,0,0,0,0,0,64,0,0,0,0,0
Nepal,NPL,2021-05-17,0,0,0,1,0,0,29,0,0,0,0,0
Nepal,NPL,2021-06-14,0,0,0,0,0,0,38,1,0,0,0,0
Nepal,NPL,2021-08-23,0,0,0,0,0,0,43,0,0,0,0,0
Netherlands,NLD,2020-05-11,0,0,0,0,0,0,0,0,214,0,0,0
Netherlands,NLD,2020-05-25,0,0,0,0,0,0,0,0,226,0,0,0
Netherlands,NLD,2020-06-08,0,0,0,0,0,0,0,0,144,0,0,0
Netherlands,NLD,2020-06-22,0,0,0,0,0,0,0,0,98,0,0,0
Netherlands,NLD,2020-07-06,0,0,0,0,0,0,0,0,91,0,0,0
Netherlands,NLD,2020-07-20,0,0,0,0,0,0,0,0,67,0,0,0
Netherlands,NLD,2020-08-03,0,0,0,0,0,0,0,0,90,0,0,0
Netherlands,NLD,2020-08-17,0,0,0,0,0,0,0,0,123,0,0,0
Netherlands,NLD,2020-08-31,0,0,0,0,0,0,0,0,127,0,0,0
Netherlands,NLD,2020-09-14,0,0,0,0,0,0,0,0,120,0,0,0
Netherlands,NLD,2020-09-28,0,0,0,0,0,0,0,0,273,0,0,0
Netherlands,NLD,2020-10-12,0,0,0,0,0,0,0,0,297,0,0,0
Netherlands,NLD,2020-10-26,0,0,0,0,0,0,0,0,435,0,0,0
Netherlands,NLD,2020-11-09,0,0,0,0,0,0,0,0,416,0,0,0
Netherlands,NLD,2020-11-23,0,0,0,0,0,0,0,1,436,0,0,0
Netherlands,NLD,2020-12-07,0,0,0,0,0,0,0,2,531,0,0,0
Netherlands,NLD,2020-12-21,0,0,0,0,0,0,0,28,789,0,0,0
Netherlands,NLD,2021-01-04,7,0,0,0,0,0,0,144,990,0,0,0
Netherlands,NLD,2021-01-11,6,0,0,0,0,0,0,112,662,0,0,0
Netherlands,NLD,2021-01-25,51,0,0,0,0,0,0,389,1296,0,0,0
Netherlands,NLD,2021-02-08,47,0,4,0,0,5,0,722,1491,0,0,0
Netherlands,NLD,2021-02-22,86,0,10,0,0,13,0,1234,1073,0,0,0
Netherlands,NLD,2021-03-08,83,2,41,0,0,16,1,2464,553,0,0,0
Netherlands,NLD,2021-03-22,145,2,67,0,0,7,0,3524,282,0,0,0
Netherlands,NLD,2021-04-05,118,0,84,0,0,2,0,3560,96,0,0,0
Netherlands,NLD,2021-04-19,67,0,64,6,0,2,5,3399,27,0,9,0
Netherlands,NLD,2021-05-03,44,0,84,3,2,6,34,3727,21,0,13,0
Netherlands,NLD,2021-05-17,22,0,76,0,0,1,31,3331,10,0,9,0
Netherlands,NLD,2021-05-31,6,0,68,3,0,0,90,2768,18,1,7,0
Netherlands,NLD,2021-06-14,1,0,46,7,0,1,274,2194,28,0,12,0
Netherlands,NLD,2021-06-28,3,0,19,8,0,2,637,1090,20,1,15,0
Netherlands,NLD,2021-07-12,1,0,5,1,0,1,2776,592,18,10,7,0
Netherlands,NLD,2021-07-26,0,0,7,0,0,0,4479,195,2,0,0,0
Netherlands,NLD,2021-08-09,0,0,3,0,0,0,2861,27,2,0,3,0
Netherlands,NLD,2021-08-23,0,0,2,0,0,0,2903,13,0,0,0,0
Netherlands,NLD,2021-09-06,1,1,1,0,0,1,3187,7,1,0,0,0
Netherlands,NLD,2021-09-20,0,0,0,0,0,0,2519,3,0,0,0,0
Netherlands,NLD,2021-10-04,0,0,0,0,0,1,2054,1,2,0,0,0
Netherlands,NLD,2021-10-18,1,0,0,0,0,0,2540,2,2,0,0,0
Netherlands,NLD,2021-11-01,0,0,0,0,0,0,2923,0,1,0,0,0
Netherlands,NLD,2021-11-15,0,0,0,0,0,0,2726,0,0,0,0,0
